"Code No. (Octal)",,,"Eqpt. ID (Hex)",,,"Transmission Order Bit Position",,,,,,,,"Parameter","Data",,,,"Notes & Cross Ref. to Tables in Att. 6"
,,,1,4,0,1,0,1,0,0,1,0,0,"Angle of Attack, Normalized","X",,,,
,,,,,,1,0,1,0,0,1,0,0,"ILS - System Address Label  ",,,,"X","See Attachment 11"
"2     4      5",,,0,0,2,1,0,1,0,0,1,0,1,"Minimum Airspeed","X",,,,
,,,0,0,3,1,0,1,0,0,1,0,1,"Minimum Airspeed","X",,,,
,,,0,0,"A",1,0,1,0,0,1,0,1,"Minimum Airspeed","X",,,,
,,,0,2,9,1,0,1,0,0,1,0,1,"N3 (Engine)","X",,,,
,,,0,3,8,1,0,1,0,0,1,0,1,"Average Static Pressure mb, Uncorrected","X",,,,
,,,0,3,"B",1,0,1,0,0,1,0,1,"EPR Error","X",,,,
,,,0,5,6,1,0,1,0,0,1,0,1,"Minimum Airspeed","X",,,,
,,,0,6,0,1,0,1,0,0,1,0,1,"Minimum Airspeed","X",,,,
,,,0,"A","D",1,0,1,0,0,1,0,1,"Average Static Pressure mb, Uncorrected","X",,,,
,,,1,4,0,1,0,1,0,0,1,0,1,"Static Pressure, Uncorrected","X",,,,
,,,,,,1,0,1,0,0,1,0,1,"MLS - System Address Label  ",,,,"X","See Attachment 11"
"2     4      6",,,0,0,2,1,0,1,0,0,1,1,0,"General Maximum Speed (VCMAX)","X",,,,
,,,0,0,6,1,0,1,0,0,1,1,0,"Average Static Pressure","X",,,,
,,,0,0,9,1,0,1,0,0,1,1,0,"DME Ground Station Ident Word #1",,,"X",,
,,,0,1,"C",1,0,1,0,0,1,1,0,"N1 (Engine Direct)","X",,,,
,,,0,2,9,1,0,1,0,0,1,1,0,"N1 (Engine Direct)","X",,,,
,,,0,3,8,1,0,1,0,0,1,1,0,"Average Static Pressure mb,  Corrected","X",,,,
,,,0,3,"B",1,0,1,0,0,1,1,0,"Angle of Attack Error","X",,,,
,,,,,,1,0,1,0,0,1,1,0,"AHRS - System Address Label ",,,,"X","See Attachment 11"
"2     4      7",,,0,0,2,1,0,1,0,0,1,1,1,"Control Minimum Speed (VCMIN)","X",,,,
,,,0,0,9,1,0,1,0,0,1,1,1,"DME Ground Station Ident Word #1",,,"X",,
,,,0,0,"B",1,0,1,0,0,1,1,1,"Horizontal Figure of Merit","X",,,,
,,,0,1,"F",1,0,1,0,0,1,1,1,"Total Fuel","X",,,,
,,,0,2,"C",1,0,1,0,0,1,1,1,"Total Fuel","X",,,,
,,,0,3,"B",1,0,1,0,0,1,1,1,"Speed Error","X",,,,
,,,0,4,"D",1,0,1,0,0,1,1,1,"Total Fuel","X",,,,
,,,0,5,6,1,0,1,0,0,1,1,1,"Control Minimum Speed (VCMIN)","X",,,,
,,,0,5,"A",1,0,1,0,0,1,1,1,"Total Fuel","X",,,,
,,,0,6,0,1,0,1,0,0,1,1,1,"Control Minimum Speed (VCMIN)","X",,,,
,,,0,"E","B",1,0,1,0,0,1,1,1,"Fuel to Remain","X",,,,
,,,1,1,4,1,0,1,0,0,1,1,1,"Fuel on Board","X",,,,
,,,1,4,0,1,0,1,0,0,1,1,1,"Airspeed Minimum Vmc","X",,,,
,,,,,,1,0,1,0,0,1,1,1,"High-Speed Data Unit #1 (HSDU #1) - SAL",,,,"X","See Attachment 11"
"2     5      0",,,0,0,2,1,0,1,0,1,0,0,0,"Continuous N1 Limit","X",,,,
,,,0,2,"B",1,0,1,0,1,0,0,0,"Maximum Continuous EPR Limit","X",,,,
,,,0,2,"C",1,0,1,0,1,0,0,0,"Preselected Fuel Quantity","X",,,,
,,,0,3,8,1,0,1,0,1,0,0,0,"Indicated Side Slip Angle","X",,,,
,,,0,5,"A",1,0,1,0,1,0,0,0,"Preselected Fuel Quantity","X",,,,
,,,0,"A","D",1,0,1,0,1,0,0,0,"Indicated Side Slip Angle or AOS","X",,,,
,,,1,1,4,1,0,1,0,1,0,0,0,"Preselected Fuel Quantity","X",,,,
,,,1,2,"B",1,0,1,0,1,0,0,0,"Temperature Rate of Change","X",,,,
,,,,,,1,0,1,0,1,0,0,0,"High-Speed Data Unit #1 (HSDU #2) - SAL",,,,"X","See Attachment 11"
"2     5      1",,,0,0,1,1,0,1,0,1,0,0,1,"Distance to Go","X",,,,
,,,0,0,2,1,0,1,0,1,0,0,1,"Distance to Go","X",,,,
,,,0,0,6,1,0,1,0,1,0,0,1,"Baro Corrected Altitude #3","X",,,,
,,,0,1,"A",1,0,1,0,1,0,0,1,"Flight Leg Counter","X",,,,"6-19"
,,,0,3,8,1,0,1,0,1,0,0,1,"Baro Corrected Altitude #3","X",,,,
,,,,,,1,0,1,0,1,0,0,1,"VDR #1 - System Address Label ",,,,"X","See Attachment 11"
"2     5      2",,,0,0,1,1,0,1,0,1,0,1,0,"Time to Go","X",,,,
,,,0,0,2,1,0,1,0,1,0,1,0,"Time to Go","X",,,,
,,,0,0,6,1,0,1,0,1,0,1,0,"Baro Corrected Altitude #4","X",,,,
,,,0,1,"A",1,0,1,0,1,0,1,0,"EPR Idle","X",,,,
,,,0,2,"F",1,0,1,0,1,0,1,0,"EPR Idle Reference","X",,,,
,,,0,3,8,1,0,1,0,1,0,1,0,"Baro Corrected Altitude #4","X",,,,
,,,0,3,"F",1,0,1,0,1,0,1,0,"EPR Idle Reference","X",,,,
,,,0,"E","B",1,0,1,0,1,0,1,0,"Time Until Jettison Complete","X",,,,
,,,,,,1,0,1,0,1,0,1,0,"VDR #2 - System Address Label ",,,,"X","See Attachment 11"
"2     5      3",,,0,0,2,1,0,1,0,1,0,1,1,"Go-Around N1 Limit","X",,,,
,,,0,1,"E",1,0,1,0,1,0,1,1,"Go-Around EPR Limit","X",,,,
,,,0,3,8,1,0,1,0,1,0,1,1,"Corrected Side Slip Angle","X",,,,
,,,,,,1,0,1,0,1,0,1,1,"VDR #3 - System Address Label",,,,"X","See Attachment 11"
"2     5      4",,,0,0,2,1,0,1,0,1,1,0,0,"Cruise N1 Limit","X",,,,
,,,0,1,2,1,0,1,0,1,1,0,0,"ADF Ground Station Ident Word #1",,,"X",,
,,,0,1,"E",1,0,1,0,1,1,0,0,"Cruise EPR Limit","X",,,,
,,,0,4,"D",1,0,1,0,1,1,0,0,"Actual Fuel Quantity (test)","X",,,,
,,,0,5,5,1,0,1,0,1,1,0,0,"GBAS ID",,,"X",,
,,,1,3,"A",1,0,1,0,1,1,0,0,"N1 Cruise","X",,,,
,,,1,4,0,1,0,1,0,1,1,0,0,"Altitude Rate","X",,,,
,,,,,,1,0,1,0,1,1,0,0,"Network Server System (NSS) - System Address Label",,,,"X","See Attachment 11"
"2     5      5",,,0,0,2,1,0,1,0,1,1,0,1,"Climb N1 Limit","X",,,,
,,,0,1,2,1,0,1,0,1,1,0,1,"ADF Ground Station Ident Word #2",,,"X",,
,,,0,1,"E",1,0,1,0,1,1,0,1,"Climb EPR Limit","X",,,,
,,,0,2,"F",1,0,1,0,1,1,0,1,"Max. Climb EPR Rating","X",,,,
,,,0,3,"F",1,0,1,0,1,1,0,1,"Max. Climb EPR Rating","X",,,,
,,,0,4,"D",1,0,1,0,1,1,0,1,"Fuel Quantity (gal)","X",,,,
,,,0,5,5,1,0,1,0,1,1,0,1,"GBAS ID/ Airport ID",,,"X",,
,,,0,8,"E",1,0,1,0,1,1,0,1,"Spoiler Position","X",,,,
,,,1,3,"A",1,0,1,0,1,1,0,1,"N1 Climb","X",,,,
,,,1,4,0,1,0,1,0,1,1,0,1,"Impact Pressure","X",,,,
,,,,,,1,0,1,0,1,1,0,1,"Electronic Flight Bag - Left - System Address Label",,,,"X","See Attachment 11"
"2     5      6",,,0,0,2,1,0,1,0,1,1,1,0,"Time for Climb","X",,,,
,,,0,0,"A",1,0,1,0,1,1,1,0,"V Stick Shaker","X",,,,
,,,0,2,7,1,0,1,0,1,1,1,0,"MLS Ground Station Ident Word #1",,,"X",,
,,,0,2,"C",1,0,1,0,1,1,1,0,"Fuel Quantity (Tanks) #1","X",,,,
,,,0,4,"D",1,0,1,0,1,1,1,0,"Fuel Discretes",,,"X",,
,,,0,5,5,1,0,1,0,1,1,1,0,"MLS Station ID #1",,,"X",,
,,,0,5,6,1,0,1,0,1,1,1,0,"Time for Climb","X",,,,
,,,0,5,"A",1,0,1,0,1,1,1,0,"Fuel Quantity - Left Outer Cell","X",,,,
,,,0,6,0,1,0,1,0,1,1,1,0,"Time for Climb","X",,,,
,,,1,1,4,1,0,1,0,1,1,1,0,"Left Outer Tank Fuel Quantity","X",,,,
,,,1,4,0,1,0,1,0,1,1,1,0,"Equivalent Airspeed","X",,,,
,,,,,,1,0,1,0,1,1,1,0,"Electronic Flight Bag -Right - System Address Label",,,,,"See Attachment 11"
"2     5      7",,,0,0,2,1,0,1,0,1,1,1,1,"Time for Descent","X",,,,
,,,0,2,7,1,0,1,0,1,1,1,1,"MLS Ground Station Ident Word #2",,,"X",,
,,,0,2,"C",1,0,1,0,1,1,1,1,"Fuel Quantity (Tanks) #2","X",,,,
,,,0,5,5,1,0,1,0,1,1,1,1,"MLS Station ID #2",,,,,
,,,0,5,6,1,0,1,0,1,1,1,1,"Time for Descent","X",,,,
,,,0,5,"A",1,0,1,0,1,1,1,1,"Fuel Quantity Left W/T Tank","X",,,,
,,,0,6,0,1,0,1,0,1,1,1,1,"Time for Descent","X",,,,
,,,1,1,4,1,0,1,0,1,1,1,1,"Inner Tank 1 Fuel Quantity","X",,,,
,,,1,4,0,1,0,1,0,1,1,1,1,"Total Pressure (High Range)","X",,,,
"2     6      0",,,0,0,2,1,0,1,1,0,0,0,0,"Date/Flight Leg",,"X",,,"6-8"
,,,0,0,"B",1,0,1,1,0,0,0,0,"Date",,"X",,,
,,,0,2,"C",1,0,1,1,0,0,0,0,"Fuel Quantity (Tanks) #3","X",,,,
,,,0,3,1,1,0,1,1,0,0,0,0,"Date (No Flight Leg)",,"X",,,"6-18"
,,,0,3,3,1,0,1,1,0,0,0,0,"T5","X",,,,
,,,0,5,6,1,0,1,1,0,0,0,0,"Date/Flight Leg",,"X",,,
,,,0,5,"A",1,0,1,1,0,0,0,0,"Fuel Quantity Center Tank","X",,,,
,,,0,6,0,1,0,1,1,0,0,0,0,"Date/Flight Leg",,"X",,,"6-8"
,,,0,"A",2,1,0,1,1,0,0,0,0,"Date/Flight Leg",,"X",,,"6-8"
,,,1,0,"A",1,0,1,1,0,0,0,0,"LP Turbine Discharge Temperature","X",,,,
,,,1,0,"B",1,0,1,1,0,0,0,0,"LP Turbine Discharge Temperature","X",,,,
,,,1,1,4,1,0,1,1,0,0,0,0,"Collector Cell 1 and 2 Fuel Quantity","X",,,,
"2     6      1",,,0,0,2,1,0,1,1,0,0,0,1,"Flight Number",,"X",,,"6-9"
,,,0,2,"C",1,0,1,1,0,0,0,1,"Fuel Quantity (Tanks) #4","X",,,,
,,,0,3,3,1,0,1,1,0,0,0,1,"P49","X",,,,
,,,0,5,6,1,0,1,1,0,0,0,1,"Flight Number (BCD)",,"X",,,
,,,0,5,"A",1,0,1,1,0,0,0,1,"Fuel Quantity Right I/C or W/T Tank","X",,,,
,,,0,6,0,1,0,1,1,0,0,0,1,"Flight Number (BCD)",,"X",,,
,,,0,"A",2,1,0,1,1,0,0,0,1,"Flight Number",,"X",,,"6-9"
,,,1,0,"A",1,0,1,1,0,0,0,1,"LP Turbine Inlet Pressure","X",,,,
,,,1,0,"B",1,0,1,1,0,0,0,1,"LP Turbine Inlet Pressure","X",,,,
,,,1,1,4,1,0,1,1,0,0,0,1,"Fuel On Board At Engine Start","X",,,,
,,,1,4,4,1,0,1,1,0,0,0,1,"Range Ring Radius","X",,,,"6-52"
"2     6      2",,,0,0,2,1,0,1,1,0,0,1,0,"Documentary Data","X",,,,"6-14"
,,,0,0,"A",1,0,1,1,0,0,1,0,"Predictive Airspeed Variation","X",,,,
,,,0,1,"C",1,0,1,1,0,0,1,0,"LP Compressor Exist Pressure (PT3)","X",,,,
,,,0,2,"C",1,0,1,1,0,0,1,0,"Fuel Quantity (Tanks) #5","X",,,,
,,,0,3,3,1,0,1,1,0,0,1,0,"LP Compressor Exist Pressure ","X",,,,
,,,0,4,"D",1,0,1,1,0,0,1,0,"T/U CAP-L Tank 1-4","X",,,,
,,,0,5,6,1,0,1,1,0,0,1,0,"Documentary Data","X",,,,
,,,0,5,"A",1,0,1,1,0,0,1,0,"Fuel Quantity - Right Outer Cell","X",,,,
,,,0,6,0,1,0,1,1,0,0,1,0,"Documentary Data","X",,,,
,,,1,0,"A",1,0,1,1,0,0,1,0,"HP Compressor Inlet Total Pressure","X",,,,
,,,1,0,"B",1,0,1,1,0,0,1,0,"HP Compressor Inlet Total Pressure","X",,,,
,,,1,1,4,1,0,1,1,0,0,1,0,"Center Tank Fuel Quantity","X",,,,
,,,1,4,4,1,0,1,1,0,0,1,0,"Display Range","X",,,,"6-51"
"2     6      3",,,0,0,2,1,0,1,1,0,0,1,1,"Minimum Airspeed for Flap Retraction","X",,,,
,,,0,0,"A",1,0,1,1,0,0,1,1,"Minimum Airspeed for Flap Retraction","X",,,,
,,,0,1,0,1,0,1,1,0,0,1,1,"ILS Ground Station Ident Word #1",,,"X",,
,,,0,1,"C",1,0,1,1,0,0,1,1,"LP Compressor Exit Temperature","X",,,,
,,,0,2,"C",1,0,1,1,0,0,1,1,"Fuel Quantity (Tanks) #6","X",,,,
,,,0,3,3,1,0,1,1,0,0,1,1,"LP Compressor Exit Temperature","X",,,,
,,,0,4,"D",1,0,1,1,0,0,1,1,"T/U CAP-L Tank 5-8","X",,,,
,,,0,5,5,1,0,1,1,0,0,1,1,"Ground Station/Approach",,,"X",,
,,,0,5,6,1,0,1,1,0,0,1,1,"Minimum Airspeed For Flap Retraction","X",,,,
,,,0,6,0,1,0,1,1,0,0,1,1,"Minimum Airspeed For Flap Retraction","X",,,,
,,,1,0,"A",1,0,1,1,0,0,1,1,"Selected Compressor Inlet Temperature (Total)","X",,,,
,,,1,0,"B",1,0,1,1,0,0,1,1,"Selected Compressor Inlet Temperature (Total)","X",,,,
,,,1,1,4,1,0,1,1,0,0,1,1,"Collector Cell 3 and 4 Fuel Quantity","X",,,,
"2     6      4",,,0,0,2,1,0,1,1,0,1,0,0,"Time to Touchdown","X",,,,
,,,0,0,"A",1,0,1,1,0,1,0,0,"Minimum Airspeed for Slats Retraction","X",,,,
,,,0,1,0,1,0,1,1,0,1,0,0,"ILS Ground Station Ident Word #2",,,"X",,
,,,0,1,"C",1,0,1,1,0,1,0,0,"HP Compressor Exit Pressure","X",,,,
,,,0,2,"C",1,0,1,1,0,1,0,0,"Fuel Quantity (Tanks) #7","X",,,,
,,,0,2,"F",1,0,1,1,0,1,0,0,"Burner Pressure","X",,,,
,,,0,3,3,1,0,1,1,0,1,0,0,"HP Compressor Exit Pressure","X",,,,
,,,0,3,"F",1,0,1,1,0,1,0,0,"Burner Pressure","X",,,,
,,,0,4,"D",1,0,1,1,0,1,0,0,"T/U CAP-L Tank 9-12","X",,,,
,,,0,5,5,1,0,1,1,0,1,0,0,"Ground Station/Approach",,,"X",,
,,,0,5,6,1,0,1,1,0,1,0,0,"Time to Touchdown","X",,,,
,,,0,6,0,1,0,1,1,0,1,0,0,"Time to Touchdown","X",,,,
,,,1,0,"A",1,0,1,1,0,1,0,0,"Selected Compressor Discharge Temperature","X",,,,
,,,1,0,"B",1,0,1,1,0,1,0,0,"Selected Compressor Discharge Temperature","X",,,,
,,,1,1,4,1,0,1,1,0,1,0,0,"Fuel Quantity (Tanks) #7","X",,,,
,,,1,3,"A",1,0,1,1,0,1,0,0,"Burner Pressure","X",,,,
"2     6      5",,,0,0,2,1,0,1,1,0,1,0,1,"Minimum Buffet Airspeed","X",,,,
,,,0,0,4,1,0,1,1,0,1,0,1,"Integrated Vertical Acceleration","X",,,,
,,,0,0,"A",1,0,1,1,0,1,0,1,"Maneuvering Airspeed","X",,,,
,,,0,1,"C",1,0,1,1,0,1,0,1,"HP Compressor Exit Temperature (TT4.5)","X",,,,
,,,0,2,"C",1,0,1,1,0,1,0,1,"Fuel Quantity (Tanks) #8","X",,,,
,,,0,3,3,1,0,1,1,0,1,0,1,"HP Compressor Exit Temperature","X",,,,
,,,0,3,8,1,0,1,1,0,1,0,1,"Integrated Vertical Acceleration","X",,,,
,,,0,4,"D",1,0,1,1,0,1,0,1,"T/U CAP-L Tank 13-14","X",,,,
,,,0,5,6,1,0,1,1,0,1,0,1,"Minimum Buffet Airspeed","X",,,,
,,,0,6,0,1,0,1,1,0,1,0,1,"Minimum Buffet Airspeed","X",,,,
,,,1,0,"A",1,0,1,1,0,1,0,1,"Selected Compressor Discharge Temperature","X",,,,
,,,1,0,"B",1,0,1,1,0,1,0,1,"Selected Compressor Discharge Temperature","X",,,,
,,,1,1,4,1,0,1,1,0,1,0,1,"Inner Tank 3 Fuel Quantity","X",,,,
"2     6      6",,,0,0,1,1,0,1,1,0,1,1,0,"Test Word B",,,"X",,
,,,0,1,"D",1,0,1,1,0,1,1,0,"Test Word B",,,"X",,
,,,0,4,"D",1,0,1,1,0,1,1,0,"T/U CAP-C Tank 1-4","X",,,,
,,,1,1,4,1,0,1,1,0,1,1,0,"Inner Tank 2 Fuel Quantity","X",,,,
,,,,,,1,0,1,1,0,1,1,0,"Cabin Video System - System Address Label",,,,"X","See Attachment 11"
"2     6      7",,,0,0,2,1,0,1,1,0,1,1,1,"Maximum Maneuver Airspeed","X",,,,
,,,0,0,"A",1,0,1,1,0,1,1,1,"Predictive Maximum Maneuver Speed","X",,,,
,,,0,2,"B",1,0,1,1,0,1,1,1,"Throttle Position Command","X",,,,
,,,0,3,3,1,0,1,1,0,1,1,1,"Spare T/C","X",,,,
,,,0,4,"D",1,0,1,1,0,1,1,1,"T/U CAP-C Tank 5-8","X",,,,
,,,0,5,6,1,0,1,1,0,1,1,1,"Maximum Maneuver Airspeed","X",,,,
,,,0,6,0,1,0,1,1,0,1,1,1,"Maximum Maneuver Airspeed","X",,,,
,,,1,0,"A",1,0,1,1,0,1,1,1,"HP Compressor Inlet Temperature (Total)","X",,,,
,,,1,0,"B",1,0,1,1,0,1,1,1,"HP Compressor Inlet Temperature (Total)","X",,,,
,,,1,1,4,1,0,1,1,0,1,1,1,"Inner Tank 4 Fuel Quantity","X",,,,
"2     7      0",,,0,0,1,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,0,2,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,0,4,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,0,5,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,0,6,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,0,"B",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,1,"A",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,1,"B",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,1,"C",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,1,"E",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,2,3,1,0,1,1,1,0,0,0,"GPWS Discrete",,,"X",,
,,,0,2,4,1,0,1,1,1,0,0,0,"MU Output Data Word, Communication Link Status",,,"X",,
,,,0,2,5,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,2,7,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,2,9,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,2,"F",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,1,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,3,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,5,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,7,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,8,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,9,1,0,1,1,1,0,0,0,"MCDU Normal Discrete Word",,,"X",,
,,,0,3,"A",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,"B",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,"D",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,"E",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,3,"F",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,4,1,1,0,1,1,1,0,0,0,"SDU To ACARS MU/CMU Status Word",,,"X",,
,,,0,4,"A",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,4,"D",1,0,1,1,1,0,0,0,"T/U CAP-C Tank 9","X",,,,
,,,0,5,0,1,0,1,1,1,0,0,0,"VDR Status Word",,,"X",,
,,,0,5,3,1,0,1,1,1,0,0,0,"HFDL Status Word",,,"X",,
,,,0,5,5,1,0,1,1,1,0,0,0,"MLS Discrete",,,"X",,
,,,0,5,6,1,0,1,1,1,0,0,0,"Status Discretes",,,"X",,
,,,0,5,"A",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,6,0,1,0,1,1,1,0,0,0,"Intent Status",,,"X",,
,,,0,6,0,1,0,1,1,1,0,0,0,"Status Discretes",,,"X",,
,,,0,6,0,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,"A",2,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,"A",8,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,"A","D",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,0,"C",5,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,1,0,"A",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,1,0,"B",1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,1,1,4,1,0,1,1,1,0,0,0,"Unusable, and Empty Warning",,,"X",,
,,,1,1,5,1,0,1,1,1,0,0,0,"Stored TACAN Control Word",,,"X",,
,,,1,4,0,1,0,1,1,1,0,0,0,"Discrete Data #1",,,"X",,
,,,1,4,2,1,0,1,1,1,0,0,0,"Aircraft Category (Disc Data 1)",,,"X",,
,,,1,4,4,1,0,1,1,1,0,0,0,"Display Mode",,,"X",,
"2     7      1",,,0,0,2,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,0,5,1,0,1,1,1,0,0,1,"AHRS Discrete",,,"X",,
,,,0,0,6,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,1,8,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,1,"A",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,1,"C",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,1,"E",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,2,9,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,2,"F",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,1,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,3,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,5,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,8,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,"A",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,"B",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,3,"F",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,4,1,1,0,1,1,1,0,0,1,"SDU To ACARS MU/CMU Join/Leave Message",,,"X",,
,,,0,4,"D",1,0,1,1,1,0,0,1,"T/U CAP-A Tank 1-4","X",,,,
,,,0,5,5,1,0,1,1,1,0,0,1,"MMR Discrete",,,"X",,
,,,0,5,6,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,5,"A",1,0,1,1,1,0,0,1,"Fuel Density",,,"X",,
,,,0,6,0,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,"A",2,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,"A",8,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,"A","D",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,0,"C",5,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,1,0,"A",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,1,0,"B",1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,1,1,4,1,0,1,1,1,0,0,1,"Fuel Transfer Indication",,,"X",,
,,,1,4,0,1,0,1,1,1,0,0,1,"Discrete Data #2",,,"X",,
,,,1,4,2,1,0,1,1,1,0,0,1,"Altitude Filter Limits (Disc Data 2)",,,"X",,
,,,1,4,4,1,0,1,1,1,0,0,1,"Altitude Filter Setting",,,"X",,
"2     7      2",,,0,0,1,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,0,2,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,0,3,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,0,5,1,0,1,1,1,0,1,0,"Air Data AHARS",,,,,
,,,0,1,8,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,1,"A",1,0,1,1,1,0,1,0,"Discrete Data #3",,,,,
,,,0,1,"C",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,2,5,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,2,9,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,2,"F",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,3,5,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,3,8,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,3,"A",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,3,"B",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,3,"F",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,4,"D",1,0,1,1,1,0,1,0,"T/U CAP-A Tank 5-8","X",,,,
,,,0,5,3,1,0,1,1,1,0,1,0,"HFDL Slave (Disc Data 2)",,,"X",,
,,,0,5,6,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,5,"A",1,0,1,1,1,0,1,0,"Fuel Density",,"X",,,
,,,0,6,0,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,"A","D",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,0,"C",5,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,1,0,"A",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,1,0,"B",1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,1,1,4,1,0,1,1,1,0,1,0,"Fuel Transfer Indication",,,"X",,
,,,1,4,0,1,0,1,1,1,0,1,0,"Discrete Data #3",,,"X",,
,,,1,4,4,1,0,1,1,1,0,1,0,"Target Selection Word",,,"X",,
"2     7      3",,,0,0,1,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,0,3,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
